,Timestamp,Duration (seconds),Weekday
73,2023-01-06 08:00:00,172,0
74,2023-02-15 09:00:00,524,5
75,2023-06-13 09:00:00,571,0
76,2023-01-10 09:00:00,463,0
77,2023-01-24 08:00:00,316,4
78,2023-03-31 08:00:00,317,2
79,2023-01-22 08:00:00,582,0
80,2023-05-07 09:00:00,436,4
81,2023-03-06 09:00:00,535,6
82,2023-01-02 08:00:00,221,5
83,2023-05-17 08:00:00,590,0
84,2023-04-02 09:00:00,458,0
85,2023-03-22 08:00:00,295,0
86,2023-04-08 08:00:00,439,4
87,2023-03-08 08:00:00,572,2
88,2023-02-14 09:00:00,162,2
89,2023-05-18 09:00:00,456,4
90,2023-04-17 08:00:00,298,4
91,2023-02-18 08:00:00,461,0
92,2023-03-21 08:00:00,520,0
93,2023-04-06 08:00:00,542,0
94,2023-06-11 09:00:00,254,5
95,2023-06-14 09:00:00,95,3
96,2023-04-19 09:00:00,556,1
97,2023-05-29 08:00:00,347,0
98,2023-06-28 09:00:00,146,3
99,2023-04-12 09:00:00,210,3
100,2023-03-07 08:00:00,286,0
101,2023-04-24 08:00:00,246,1
102,2023-06-15 09:00:00,470,0
103,2023-05-14 09:00:00,338,0
104,2023-04-08 08:00:00,179,0
105,2023-04-29 09:00:00,327,4
106,2023-04-23 09:00:00,249,1
107,2023-04-07 08:00:00,157,0
108,2023-02-21 08:00:00,321,6
109,2023-02-28 09:00:00,71,1
110,2023-01-08 08:00:00,471,0
111,2023-05-03 08:00:00,281,3
112,2023-04-02 08:00:00,159,0
113,2023-02-07 09:00:00,547,0
114,2023-02-04 09:00:00,332,1
115,2023-01-19 08:00:00,333,4
116,2023-05-14 09:00:00,163,4
117,2023-03-21 09:00:00,566,1
118,2023-04-11 08:00:00,104,3
119,2023-03-19 09:00:00,475,4
120,2023-01-29 08:00:00,195,1
121,2023-05-23 09:00:00,220,5
122,2023-03-13 09:00:00,512,3
123,2023-02-06 09:00:00,241,0
124,2023-04-23 09:00:00,321,0
125,2023-01-03 08:00:00,68,3
126,2023-05-05 08:00:00,331,4
127,2023-03-06 08:00:00,530,0
128,2023-06-19 08:00:00,313,0
129,2023-01-07 08:00:00,147,0
130,2023-01-19 09:00:00,507,2
131,2023-03-22 09:00:00,400,2
132,2023-01-19 08:00:00,79,2
133,2023-01-22 08:00:00,316,2
134,2023-04-26 08:00:00,592,2
135,2023-03-31 09:00:00,461,4
136,2023-06-17 09:00:00,468,2
137,2023-06-24 08:00:00,228,4
138,2023-05-28 09:00:00,503,2
139,2023-02-09 08:00:00,458,3
140,2023-02-05 08:00:00,545,3
141,2023-04-24 09:00:00,437,2
142,2023-01-21 08:00:00,523,3
143,2023-05-17 09:00:00,486,4
144,2023-05-28 08:00:00,214,0
145,2023-04-10 09:00:00,170,0
146,2023-02-01 08:00:00,249,1
147,2023-02-14 08:00:00,596,0
148,2023-05-21 08:00:00,220,6
149,2023-02-14 08:00:00,531,3
150,2023-02-15 08:00:00,476,0
151,2023-06-15 08:00:00,598,6
152,2023-06-29 08:00:00,566,6
153,2023-01-30 09:00:00,129,0
154,2023-03-06 08:00:00,270,0
155,2023-06-04 09:00:00,398,1
156,2023-03-19 09:00:00,558,1
157,2023-05-21 08:00:00,433,3
158,2023-02-27 08:00:00,133,0
159,2023-01-09 08:00:00,83,4
160,2023-02-08 09:00:00,389,2
161,2023-04-25 09:00:00,203,2
162,2023-02-21 09:00:00,95,1
163,2023-02-17 09:00:00,209,1
164,2023-05-31 09:00:00,271,0
165,2023-05-20 09:00:00,470,5
166,2023-06-22 09:00:00,564,0
167,2023-02-10 09:00:00,373,0
168,2023-02-17 08:00:00,206,2
169,2023-02-15 09:00:00,562,0
170,2023-01-10 08:00:00,314,4
171,2023-03-04 09:00:00,182,0
172,2023-04-18 09:00:00,200,0
173,2023-06-21 09:00:00,244,0
174,2023-02-11 08:00:00,261,3
175,2023-05-12 09:00:00,560,0
176,2023-01-08 09:00:00,354,0
177,2023-05-09 08:00:00,560,0
178,2023-03-12 08:00:00,544,0
179,2023-05-16 09:00:00,405,1
180,2023-06-14 08:00:00,447,0
181,2023-06-08 09:00:00,196,1
182,2023-04-08 08:00:00,481,0
183,2023-05-22 08:00:00,330,5
184,2023-05-22 09:00:00,540,0
185,2023-04-06 08:00:00,284,0
186,2023-02-17 08:00:00,304,3
187,2023-01-30 08:00:00,501,1
188,2023-05-23 08:00:00,440,4
189,2023-06-21 09:00:00,100,5
190,2023-04-15 09:00:00,417,0
191,2023-02-21 09:00:00,588,4
192,2023-01-02 09:00:00,303,5
193,2023-03-30 08:00:00,167,0
194,2023-05-17 08:00:00,428,0
195,2023-06-26 09:00:00,306,0
196,2023-02-11 09:00:00,216,6
197,2023-01-01 08:00:00,428,0
198,2023-04-05 09:00:00,433,4
199,2023-03-30 08:00:00,127,2
200,2023-02-12 09:00:00,480,2
201,2023-02-22 09:00:00,592,1
202,2023-06-24 09:00:00,257,1
203,2023-06-09 09:00:00,155,1
204,2023-01-21 08:00:00,406,1
205,2023-03-15 09:00:00,410,2
206,2023-05-27 09:00:00,599,4
207,2023-06-19 08:00:00,179,2
208,2023-05-21 08:00:00,597,0
209,2023-05-06 08:00:00,295,5
210,2023-06-13 09:00:00,128,1
211,2023-02-25 09:00:00,543,2
212,2023-02-27 09:00:00,481,4
213,2023-04-17 08:00:00,438,5
214,2023-06-28 09:00:00,437,5
215,2023-04-05 09:00:00,324,4
216,2023-01-05 08:00:00,120,6
217,2023-04-15 09:00:00,354,0
218,2023-03-10 08:00:00,72,0
219,2023-02-03 09:00:00,145,0
220,2023-01-25 08:00:00,120,2
221,2023-06-28 09:00:00,582,0
222,2023-02-26 08:00:00,534,1
223,2023-06-21 08:00:00,431,0
224,2023-02-27 08:00:00,307,4
225,2023-03-22 09:00:00,238,5
226,2023-02-22 09:00:00,214,4
227,2023-06-25 08:00:00,421,0
228,2023-05-20 08:00:00,163,1
229,2023-03-21 09:00:00,245,2
230,2023-01-01 08:00:00,117,0
231,2023-02-26 09:00:00,85,0
232,2023-01-14 09:00:00,255,0
233,2023-02-17 08:00:00,293,6
234,2023-01-08 09:00:00,214,0
235,2023-01-01 09:00:00,191,4
236,2023-06-08 09:00:00,157,3
237,2023-03-09 09:00:00,590,3
238,2023-02-07 09:00:00,413,1
239,2023-03-22 09:00:00,193,5
240,2023-01-13 08:00:00,270,1
241,2023-03-10 09:00:00,483,0
242,2023-02-09 09:00:00,110,0
243,2023-01-26 08:00:00,553,1
244,2023-04-14 09:00:00,264,2
245,2023-06-01 09:00:00,72,5
246,2023-01-06 09:00:00,229,4
247,2023-05-30 09:00:00,412,0
248,2023-04-30 08:00:00,158,4
249,2023-06-14 08:00:00,355,3
250,2023-04-08 09:00:00,577,0
251,2023-05-27 08:00:00,414,0
252,2023-04-24 08:00:00,239,3
253,2023-05-20 09:00:00,388,0
254,2023-01-08 08:00:00,358,2
255,2023-03-22 09:00:00,149,3
256,2023-01-16 09:00:00,393,2
257,2023-03-04 09:00:00,204,1
258,2023-06-12 09:00:00,550,3
259,2023-02-06 09:00:00,212,6
260,2023-06-12 09:00:00,190,0
261,2023-05-24 08:00:00,479,4
262,2023-04-11 08:00:00,478,1
263,2023-04-29 08:00:00,576,6
264,2023-02-24 09:00:00,499,0
265,2023-02-21 09:00:00,268,0
266,2023-05-10 09:00:00,109,6
267,2023-02-21 09:00:00,175,5
268,2023-04-13 08:00:00,136,5
269,2023-02-28 09:00:00,483,6
270,2023-05-12 09:00:00,326,3
271,2023-03-19 08:00:00,526,6
272,2023-05-05 09:00:00,378,6
273,2023-06-23 09:00:00,481,0
274,2023-04-28 08:00:00,195,3
275,2023-01-21 09:00:00,545,5
276,2023-05-13 08:00:00,450,6
277,2023-03-22 09:00:00,230,3
278,2023-05-08 08:00:00,231,1
279,2023-02-23 09:00:00,391,0
280,2023-04-05 08:00:00,466,3
281,2023-06-25 08:00:00,314,0
282,2023-02-10 08:00:00,421,4
283,2023-04-29 08:00:00,313,6
284,2023-04-06 09:00:00,487,0
285,2023-05-04 09:00:00,111,1
286,2023-01-21 09:00:00,168,3
287,2023-06-07 09:00:00,481,6
288,2023-01-12 08:00:00,288,4
289,2023-05-16 08:00:00,420,3
290,2023-03-10 08:00:00,436,2
291,2023-03-26 08:00:00,426,6
292,2023-03-04 09:00:00,314,2
293,2023-05-20 09:00:00,191,0
294,2023-02-14 08:00:00,549,6
295,2023-01-03 08:00:00,393,5
296,2023-01-08 09:00:00,420,0
297,2023-01-07 09:00:00,134,0
298,2023-02-01 09:00:00,112,4
299,2023-04-20 09:00:00,75,5
300,2023-01-13 08:00:00,481,0
301,2023-01-15 08:00:00,525,3
302,2023-03-05 09:00:00,598,4
303,2023-03-20 09:00:00,480,0
304,2023-01-03 09:00:00,379,0
305,2023-05-17 08:00:00,384,0
306,2023-06-23 08:00:00,340,0
307,2023-01-05 09:00:00,442,0
308,2023-02-18 08:00:00,557,0
309,2023-05-28 09:00:00,311,1
310,2023-01-26 08:00:00,125,2
311,2023-04-29 09:00:00,499,6
312,2023-06-26 09:00:00,203,0
313,2023-01-20 09:00:00,421,0
314,2023-05-04 08:00:00,328,2
315,2023-01-26 08:00:00,313,0
316,2023-01-30 08:00:00,156,2
317,2023-02-14 09:00:00,163,1
318,2023-06-24 08:00:00,350,0
319,2023-06-18 08:00:00,172,0
320,2023-01-12 08:00:00,448,2
321,2023-03-14 09:00:00,575,1
322,2023-01-21 09:00:00,462,6
323,2023-01-19 09:00:00,208,5
324,2023-01-04 09:00:00,466,0
325,2023-03-19 09:00:00,376,6
326,2023-06-06 09:00:00,466,5
327,2023-01-22 09:00:00,596,4
328,2023-02-02 08:00:00,597,0
329,2023-02-20 08:00:00,395,0
330,2023-04-12 09:00:00,202,0
331,2023-06-26 08:00:00,507,4
332,2023-02-25 09:00:00,60,3
333,2023-01-23 09:00:00,355,1
334,2023-04-09 08:00:00,358,0
335,2023-06-27 09:00:00,298,1
336,2023-06-08 09:00:00,276,4
337,2023-06-16 09:00:00,97,0
338,2023-01-24 09:00:00,117,4
339,2023-05-18 08:00:00,69,2
340,2023-02-20 08:00:00,484,5
341,2023-05-25 08:00:00,312,3
342,2023-01-25 09:00:00,359,2
343,2023-03-02 09:00:00,351,4
344,2023-03-01 08:00:00,428,2
345,2023-05-26 09:00:00,302,0
346,2023-03-14 08:00:00,166,0
347,2023-02-14 09:00:00,298,3
348,2023-02-08 09:00:00,277,5
349,2023-04-05 09:00:00,459,3
350,2023-04-07 08:00:00,588,4
351,2023-02-17 08:00:00,247,0
352,2023-03-20 09:00:00,499,2
353,2023-03-03 09:00:00,61,6
354,2023-05-08 09:00:00,495,0
355,2023-05-07 09:00:00,592,5
356,2023-02-05 09:00:00,278,6
357,2023-05-24 09:00:00,357,1
358,2023-05-05 08:00:00,222,0
359,2023-06-16 08:00:00,352,3
360,2023-05-22 08:00:00,185,3
361,2023-05-01 09:00:00,292,4
362,2023-02-09 08:00:00,287,0
363,2023-06-19 09:00:00,365,0
364,2023-02-27 09:00:00,297,0
365,2023-06-29 08:00:00,205,2
366,2023-02-14 08:00:00,124,0
367,2023-06-27 08:00:00,370,4
368,2023-04-10 08:00:00,463,0
369,2023-03-10 08:00:00,446,0
370,2023-03-02 08:00:00,188,3
371,2023-04-28 09:00:00,299,2
372,2023-02-12 08:00:00,411,1
373,2023-01-08 09:00:00,234,0
374,2023-06-20 08:00:00,525,2
375,2023-01-26 08:00:00,101,3
376,2023-01-22 08:00:00,158,4
377,2023-02-14 09:00:00,179,2
378,2023-02-28 09:00:00,333,2
379,2023-02-21 08:00:00,142,1
380,2023-01-26 09:00:00,589,1
381,2023-05-21 09:00:00,319,0
382,2023-06-05 09:00:00,480,4
383,2023-01-24 08:00:00,526,3
384,2023-03-23 08:00:00,534,0
385,2023-06-04 08:00:00,171,4
386,2023-06-29 09:00:00,461,0
387,2023-01-09 08:00:00,360,0
388,2023-02-07 08:00:00,538,0
389,2023-01-27 08:00:00,441,2
390,2023-01-29 09:00:00,232,5
391,2023-02-13 09:00:00,438,4
392,2023-02-11 09:00:00,383,0
393,2023-01-15 09:00:00,267,0
394,2023-06-16 09:00:00,176,5
395,2023-06-18 09:00:00,342,6
396,2023-04-06 09:00:00,350,0
397,2023-06-11 08:00:00,270,0
398,2023-04-18 09:00:00,487,0
399,2023-02-02 09:00:00,537,0
400,2023-06-02 09:00:00,87,0
401,2023-05-30 08:00:00,559,2
402,2023-02-24 09:00:00,306,0
403,2023-02-14 08:00:00,458,0
404,2023-01-15 08:00:00,311,2
405,2023-06-14 09:00:00,131,2
406,2023-02-09 09:00:00,478,0
407,2023-03-02 08:00:00,66,5
408,2023-03-04 08:00:00,156,3
409,2023-01-03 09:00:00,62,5
410,2023-01-08 08:00:00,263,0
411,2023-01-28 09:00:00,587,4
412,2023-05-23 08:00:00,172,6
413,2023-02-26 09:00:00,205,0
414,2023-04-04 08:00:00,369,0
415,2023-02-18 09:00:00,353,0
416,2023-05-20 09:00:00,585,0
417,2023-02-11 08:00:00,511,0
418,2023-02-24 08:00:00,311,1
419,2023-04-11 09:00:00,268,5
420,2023-03-15 08:00:00,121,4
421,2023-02-09 08:00:00,446,4
422,2023-06-22 08:00:00,422,5
423,2023-03-04 09:00:00,342,0
424,2023-06-11 09:00:00,415,5
425,2023-03-02 09:00:00,318,0
426,2023-04-15 09:00:00,369,0
427,2023-06-07 09:00:00,259,4
428,2023-05-02 08:00:00,550,3
429,2023-05-03 09:00:00,497,4
430,2023-06-12 08:00:00,190,0
431,2023-01-09 08:00:00,536,4
432,2023-04-22 09:00:00,489,0
433,2023-02-27 08:00:00,190,5
434,2023-02-11 09:00:00,390,6
435,2023-03-12 08:00:00,166,0
436,2023-05-01 08:00:00,235,2
437,2023-03-16 08:00:00,431,1
438,2023-02-10 08:00:00,71,2
439,2023-04-14 08:00:00,115,3
440,2023-04-04 08:00:00,331,0
441,2023-03-12 09:00:00,85,0
442,2023-03-30 09:00:00,399,1
443,2023-02-18 08:00:00,599,4
444,2023-04-13 09:00:00,528,1
445,2023-01-18 09:00:00,361,0
446,2023-04-04 08:00:00,72,0
447,2023-05-14 09:00:00,391,6
448,2023-03-15 09:00:00,100,6
449,2023-01-09 09:00:00,166,3
450,2023-01-20 09:00:00,205,5
451,2023-06-21 09:00:00,454,4
452,2023-01-09 08:00:00,105,1
453,2023-04-11 08:00:00,409,0
454,2023-03-27 08:00:00,364,5
455,2023-01-20 08:00:00,257,0
456,2023-01-24 09:00:00,320,4
457,2023-05-15 09:00:00,208,0
458,2023-03-25 08:00:00,505,0
459,2023-06-03 08:00:00,562,0
460,2023-03-11 08:00:00,291,5
461,2023-06-12 09:00:00,78,3
462,2023-05-13 08:00:00,596,0
463,2023-02-09 08:00:00,207,5
464,2023-01-09 09:00:00,363,3
465,2023-06-15 09:00:00,281,0
466,2023-03-15 08:00:00,203,5
467,2023-03-21 09:00:00,96,1
468,2023-05-31 08:00:00,416,0
469,2023-02-23 09:00:00,255,2
470,2023-02-19 08:00:00,539,0
471,2023-03-22 08:00:00,483,0
472,2023-03-12 08:00:00,580,2
473,2023-04-05 09:00:00,187,3
474,2023-05-07 08:00:00,450,6
475,2023-03-31 09:00:00,249,5
476,2023-02-08 09:00:00,392,0
477,2023-03-04 08:00:00,337,0
478,2023-01-30 08:00:00,325,6
479,2023-04-28 09:00:00,250,3
480,2023-05-10 08:00:00,213,0
481,2023-04-06 09:00:00,277,0
482,2023-05-24 09:00:00,140,5
483,2023-02-23 09:00:00,365,1
484,2023-04-28 08:00:00,105,0
485,2023-04-21 08:00:00,119,4
486,2023-06-20 08:00:00,394,4
487,2023-05-07 09:00:00,397,1
488,2023-03-31 09:00:00,199,5
489,2023-05-02 08:00:00,202,2
490,2023-02-12 09:00:00,257,1
491,2023-03-26 08:00:00,195,4
492,2023-04-09 08:00:00,394,5
493,2023-05-23 08:00:00,403,0
494,2023-04-12 09:00:00,65,3
495,2023-06-15 09:00:00,167,4
496,2023-05-21 08:00:00,578,3
497,2023-05-09 09:00:00,540,0
498,2023-06-07 08:00:00,172,3
499,2023-04-09 08:00:00,267,5
500,2023-03-08 09:00:00,586,5
501,2023-02-05 08:00:00,472,1
502,2023-02-11 08:00:00,136,3
503,2023-03-26 08:00:00,581,0
504,2023-06-12 08:00:00,96,3
505,2023-02-09 09:00:00,228,0
506,2023-04-04 09:00:00,100,2
507,2023-03-01 08:00:00,295,5
508,2023-04-30 09:00:00,390,3
509,2023-01-08 08:00:00,358,5
510,2023-01-16 09:00:00,215,2
511,2023-06-24 08:00:00,84,4
512,2023-04-15 08:00:00,234,6
513,2023-01-25 08:00:00,442,5
514,2023-02-17 09:00:00,462,3
515,2023-03-13 08:00:00,591,0
516,2023-04-29 08:00:00,398,0
517,2023-06-15 08:00:00,142,5
518,2023-06-19 08:00:00,188,6
519,2023-04-09 09:00:00,210,0
520,2023-02-18 09:00:00,225,0
521,2023-05-08 09:00:00,556,0
522,2023-06-20 08:00:00,455,4
523,2023-06-14 09:00:00,408,3
524,2023-05-16 09:00:00,340,3
525,2023-02-11 08:00:00,67,4
526,2023-04-03 09:00:00,306,2
527,2023-05-14 08:00:00,552,5
528,2023-06-06 09:00:00,306,6
529,2023-02-01 09:00:00,67,0
530,2023-04-12 09:00:00,567,0
531,2023-03-12 09:00:00,259,5
532,2023-03-04 09:00:00,185,0
533,2023-05-13 08:00:00,114,2
534,2023-01-29 08:00:00,463,0
535,2023-04-29 09:00:00,383,3
536,2023-03-05 09:00:00,188,6
537,2023-06-12 09:00:00,183,0
538,2023-05-08 09:00:00,492,4
539,2023-06-25 08:00:00,521,0
540,2023-03-27 09:00:00,105,5
541,2023-02-07 08:00:00,273,5
542,2023-02-03 09:00:00,207,3
543,2023-03-08 09:00:00,539,1
544,2023-04-05 08:00:00,570,1
545,2023-02-12 09:00:00,273,2
546,2023-03-05 08:00:00,178,1
547,2023-06-09 08:00:00,141,1
548,2023-02-23 08:00:00,233,0
549,2023-02-01 09:00:00,219,5
550,2023-05-30 09:00:00,582,4
551,2023-01-28 08:00:00,494,6
552,2023-06-02 09:00:00,92,2
553,2023-04-04 08:00:00,81,3
554,2023-05-23 08:00:00,384,0
555,2023-03-06 08:00:00,252,4
556,2023-01-25 08:00:00,508,4
557,2023-06-29 09:00:00,232,0
558,2023-02-10 09:00:00,465,0
559,2023-02-02 08:00:00,273,0
560,2023-05-30 09:00:00,317,3
561,2023-05-06 09:00:00,567,0
562,2023-01-10 08:00:00,255,0
563,2023-06-01 08:00:00,513,2
564,2023-06-11 08:00:00,198,3
565,2023-02-01 09:00:00,550,0
566,2023-05-24 09:00:00,232,0
567,2023-05-24 09:00:00,125,1
568,2023-01-10 08:00:00,429,5
569,2023-06-22 09:00:00,155,5
570,2023-04-17 08:00:00,445,4
571,2023-02-06 09:00:00,188,1
572,2023-04-05 09:00:00,302,3
573,2023-01-04 09:00:00,432,0
574,2023-01-04 08:00:00,451,5
575,2023-01-21 09:00:00,523,5
576,2023-03-20 09:00:00,151,6
577,2023-04-25 08:00:00,493,0
578,2023-05-01 09:00:00,566,4
579,2023-05-01 08:00:00,495,2
580,2023-04-23 09:00:00,178,1
581,2023-01-28 08:00:00,127,0
582,2023-03-26 09:00:00,492,0
583,2023-02-06 09:00:00,511,1
584,2023-03-03 09:00:00,334,0
585,2023-02-05 08:00:00,286,3
586,2023-01-16 09:00:00,287,1
587,2023-05-13 09:00:00,147,1
588,2023-05-05 08:00:00,171,5
589,2023-06-01 09:00:00,506,0
590,2023-03-07 08:00:00,164,4
591,2023-01-25 08:00:00,244,4
592,2023-04-09 09:00:00,321,2
593,2023-03-01 09:00:00,538,6
594,2023-04-18 09:00:00,321,0
595,2023-03-24 09:00:00,375,1
596,2023-02-01 09:00:00,566,2
597,2023-01-24 09:00:00,150,3
598,2023-01-08 08:00:00,246,1
599,2023-03-06 08:00:00,598,2
600,2023-04-15 08:00:00,483,0
601,2023-03-10 08:00:00,191,3
602,2023-05-06 08:00:00,248,5
603,2023-04-21 09:00:00,563,1
604,2023-06-24 08:00:00,527,1
605,2023-02-25 09:00:00,373,1
606,2023-02-18 09:00:00,376,6
607,2023-01-30 09:00:00,550,1
608,2023-03-26 09:00:00,578,4
609,2023-01-04 09:00:00,148,0
610,2023-05-07 08:00:00,374,2
611,2023-06-16 09:00:00,121,4
612,2023-04-05 09:00:00,217,0
613,2023-05-08 09:00:00,103,0
614,2023-03-24 08:00:00,573,0
615,2023-03-04 09:00:00,361,5
616,2023-03-02 09:00:00,195,3
617,2023-06-21 08:00:00,548,2
618,2023-03-27 08:00:00,444,4
619,2023-01-23 09:00:00,208,0
620,2023-02-06 09:00:00,327,0
621,2023-04-08 09:00:00,103,4
622,2023-03-11 08:00:00,219,4
623,2023-01-18 09:00:00,268,5
624,2023-02-02 08:00:00,327,1
625,2023-05-03 09:00:00,252,3
626,2023-04-29 09:00:00,595,1
627,2023-05-05 08:00:00,75,2
628,2023-04-04 09:00:00,247,0
629,2023-02-16 09:00:00,229,5
630,2023-04-08 08:00:00,236,2
631,2023-01-31 09:00:00,136,0
632,2023-06-21 09:00:00,113,0
633,2023-06-18 09:00:00,341,3
634,2023-05-03 08:00:00,416,0
635,2023-03-01 08:00:00,420,4
636,2023-04-21 08:00:00,569,4
637,2023-01-25 08:00:00,374,0
638,2023-01-12 09:00:00,308,5
639,2023-05-18 08:00:00,198,6
640,2023-03-24 09:00:00,391,5
641,2023-01-11 09:00:00,172,2
642,2023-02-20 09:00:00,412,3
643,2023-01-16 08:00:00,529,3
644,2023-05-11 08:00:00,399,5
645,2023-05-15 08:00:00,569,2
646,2023-04-01 08:00:00,404,0
647,2023-03-29 09:00:00,583,5
648,2023-04-11 09:00:00,470,0
649,2023-04-15 09:00:00,299,6
650,2023-02-17 08:00:00,103,3
651,2023-05-19 08:00:00,271,3
652,2023-05-30 09:00:00,340,1
653,2023-04-08 08:00:00,142,5
654,2023-03-24 09:00:00,308,5
655,2023-01-25 08:00:00,410,5
656,2023-02-26 09:00:00,84,3
657,2023-05-28 09:00:00,499,5
658,2023-04-23 09:00:00,401,1
659,2023-04-07 09:00:00,128,1
660,2023-03-23 08:00:00,599,5
661,2023-05-13 09:00:00,237,4
662,2023-02-14 09:00:00,467,2
663,2023-04-18 09:00:00,130,1
664,2023-03-31 08:00:00,68,4
665,2023-04-24 09:00:00,550,6
666,2023-04-15 08:00:00,268,3
667,2023-03-09 08:00:00,372,0
668,2023-05-08 09:00:00,444,1
669,2023-04-24 08:00:00,356,5
670,2023-05-06 09:00:00,236,0
671,2023-03-03 08:00:00,254,0
672,2023-06-27 08:00:00,514,0
673,2023-03-27 09:00:00,224,0
674,2023-05-04 09:00:00,197,0
675,2023-01-18 08:00:00,499,4
676,2023-06-05 08:00:00,491,2
677,2023-02-09 08:00:00,231,0
678,2023-03-18 08:00:00,241,5
679,2023-06-08 09:00:00,116,2
680,2023-04-05 09:00:00,158,0
681,2023-02-22 09:00:00,219,1
682,2023-03-29 08:00:00,148,0
683,2023-01-23 09:00:00,311,5
684,2023-05-19 08:00:00,86,0
685,2023-05-23 08:00:00,270,2
686,2023-03-29 08:00:00,119,0
687,2023-06-18 08:00:00,397,2
688,2023-05-25 09:00:00,566,2
689,2023-04-11 09:00:00,397,5
690,2023-02-22 09:00:00,468,5
691,2023-05-05 09:00:00,146,3
692,2023-06-09 09:00:00,300,2
693,2023-03-21 08:00:00,564,6
694,2023-04-03 09:00:00,326,0
695,2023-03-31 08:00:00,316,0
696,2023-05-25 08:00:00,452,6
697,2023-05-28 08:00:00,420,0
698,2023-02-15 08:00:00,356,2
699,2023-01-05 08:00:00,65,0
700,2023-05-01 08:00:00,548,0
701,2023-03-14 09:00:00,413,0
702,2023-05-12 08:00:00,243,6
703,2023-04-23 09:00:00,391,0
704,2023-03-21 08:00:00,345,6
705,2023-04-28 08:00:00,234,0
706,2023-02-24 09:00:00,318,4
707,2023-04-18 09:00:00,564,0
708,2023-02-08 09:00:00,272,6
709,2023-01-14 09:00:00,456,0
710,2023-06-02 08:00:00,81,0
711,2023-06-02 09:00:00,321,2
712,2023-06-14 08:00:00,589,0
713,2023-01-01 09:00:00,65,0
714,2023-02-14 08:00:00,71,4
715,2023-02-01 09:00:00,412,4
716,2023-04-08 09:00:00,428,0
717,2023-02-19 09:00:00,526,5
718,2023-01-12 09:00:00,560,5
719,2023-06-14 08:00:00,523,0
720,2023-04-28 08:00:00,444,0
721,2023-04-08 08:00:00,489,5
722,2023-01-09 09:00:00,442,4
723,2023-04-21 08:00:00,216,0
724,2023-05-31 08:00:00,595,5
725,2023-03-16 09:00:00,426,3
726,2023-03-15 09:00:00,394,4
727,2023-01-17 09:00:00,342,2
728,2023-02-06 08:00:00,259,1
729,2023-04-18 09:00:00,380,5
730,2023-05-08 08:00:00,241,0
731,2023-01-26 08:00:00,485,1
732,2023-02-01 08:00:00,412,1
733,2023-06-24 08:00:00,64,5
